TransactionID,CustomerID,TransactionDate,Item,Quantity,Price
T00517,C0464,2023-03-20 03:29:00,Donat,3,1.92
T00518,C0295,2023-05-20 04:20:00,Roti Tawar,1,2.67
T00518,C0295,2023-05-20 04:20:00,Croissant,2,2.46
T00519,C0087,2023-06-28 11:35:00,Pie Buah,1,4.74
T00519,C0087,2023-06-28 11:35:00,Donat,3,1.97
T00520,C0314,2023-04-07 05:01:00,Roti Gandum,3,4.74
T00520,C0314,2023-04-07 05:01:00,Roti Tawar,2,3.78
T00520,C0314,2023-04-07 05:01:00,Brownies,2,2.96
T00520,C0314,2023-04-07 05:01:00,Cupcake,1,3.92
T00521,C0074,2023-06-13 08:33:00,Roti Sobek,3,3.92
T00521,C0074,2023-06-13 08:33:00,Donat,2,2.13
T00521,C0074,2023-06-13 08:33:00,Croissant,1,3.64
T00521,C0074,2023-06-13 08:33:00,Muffin,2,3.7
T00522,C0179,2023-04-18 00:35:00,Donat,1,4.95
T00522,C0179,2023-04-18 00:35:00,Roti Gandum,3,3.67
T00523,C0260,2023-02-26 14:49:00,Muffin,1,2.18
T00523,C0260,2023-02-26 14:49:00,Roti Tawar,2,3.9
T00524,C0255,2023-02-15 05:42:00,Roti Tawar,2,3.76
T00525,C0108,2023-04-22 08:21:00,Pie Buah,1,4.74
T00525,C0108,2023-04-22 08:21:00,Roti Tawar,1,2.05
T00525,C0108,2023-04-22 08:21:00,Roti Gandum,1,3.2
T00525,C0108,2023-04-22 08:21:00,Bagel,1,1.75
T00525,C0108,2023-04-22 08:21:00,Brownies,3,4.02
T00526,C0297,2023-03-25 13:12:00,Donat,1,2.3
T00526,C0297,2023-03-25 13:12:00,Roti Gandum,1,4.08
T00526,C0297,2023-03-25 13:12:00,Bagel,1,2.81
T00527,C0038,2023-05-01 18:31:00,Roti Sobek,3,2.01
T00528,C0233,2023-02-15 12:23:00,Pie Buah,2,3.71
T00528,C0233,2023-02-15 12:23:00,Donat,1,2.21
T00529,C0017,2023-06-27 18:03:00,Croissant,1,3.11
T00529,C0017,2023-06-27 18:03:00,Roti Gandum,1,4.16
T00529,C0017,2023-06-27 18:03:00,Pie Buah,3,4.6
T00530,C0081,2023-06-13 19:57:00,Cupcake,1,4.49
T00530,C0081,2023-06-13 19:57:00,Brownies,3,2.94
T00531,C0251,2023-02-25 18:30:00,Muffin,1,4.55
T00531,C0251,2023-02-25 18:30:00,Roti Tawar,3,2.65
T00531,C0251,2023-02-25 18:30:00,Roti Sobek,3,2.28
T00531,C0251,2023-02-25 18:30:00,Bagel,3,4.81
T00532,C0460,2023-01-02 13:02:00,Pie Buah,3,4.07
T00533,C0018,2023-04-19 16:25:00,Roti Gandum,1,1.79
T00533,C0018,2023-04-19 16:25:00,Pie Buah,2,3.93
T00533,C0018,2023-04-19 16:25:00,Brownies,1,4.82
T00533,C0018,2023-04-19 16:25:00,Cupcake,1,2.75
T00534,C0332,2023-01-24 00:30:00,Croissant,2,4.92
T00534,C0332,2023-01-24 00:30:00,Pie Buah,3,4.2
T00534,C0332,2023-01-24 00:30:00,Roti Tawar,2,2.92
T00535,C0321,2023-04-29 22:40:00,Roti Gandum,3,2.85
T00536,C0171,2023-05-16 01:18:00,Muffin,3,3.9
T00536,C0171,2023-05-16 01:18:00,Brownies,3,4.58
T00536,C0171,2023-05-16 01:18:00,Donat,3,4.76
T00536,C0171,2023-05-16 01:18:00,Roti Sobek,3,4.81
T00537,C0187,2023-01-14 03:24:00,Pie Buah,3,2.78
T00537,C0187,2023-01-14 03:24:00,Roti Tawar,1,3.46
T00537,C0187,2023-01-14 03:24:00,Bagel,1,3.46
T00538,C0071,2023-03-27 07:34:00,Pie Buah,3,4.08
T00539,C0447,2023-06-29 06:48:00,Bagel,3,4.64
T00539,C0447,2023-06-29 06:48:00,Cupcake,2,3.88
T00540,C0028,2023-01-17 11:22:00,Pie Buah,3,3.98
T00540,C0028,2023-01-17 11:22:00,Brownies,2,4.39
T00540,C0028,2023-01-17 11:22:00,Roti Gandum,2,3.08
T00540,C0028,2023-01-17 11:22:00,Donat,3,4.3
T00541,C0415,2023-01-17 06:57:00,Roti Gandum,1,2.51
T00541,C0415,2023-01-17 06:57:00,Cupcake,2,1.88
T00541,C0415,2023-01-17 06:57:00,Roti Sobek,1,1.89
T00541,C0415,2023-01-17 06:57:00,Brownies,1,3.24
T00542,C0267,2023-06-10 00:18:00,Brownies,3,2.97
T00542,C0267,2023-06-10 00:18:00,Croissant,2,3.76
T00542,C0267,2023-06-10 00:18:00,Pie Buah,1,2.16
T00542,C0267,2023-06-10 00:18:00,Cupcake,1,4.55
T00543,C0428,2023-05-14 20:21:00,Cupcake,3,3.58
T00543,C0428,2023-05-14 20:21:00,Bagel,3,3.36
T00543,C0428,2023-05-14 20:21:00,Brownies,2,3.06
T00543,C0428,2023-05-14 20:21:00,Donat,2,3.49
T00544,C0088,2023-03-08 07:30:00,Muffin,2,2.74
T00544,C0088,2023-03-08 07:30:00,Roti Tawar,3,4.85
T00544,C0088,2023-03-08 07:30:00,Croissant,3,4.73
T00545,C0275,2023-03-15 05:11:00,Croissant,2,1.91
T00545,C0275,2023-03-15 05:11:00,Donat,2,3.51
T00546,C0134,2023-04-05 05:13:00,Roti Tawar,1,3.07
T00546,C0134,2023-04-05 05:13:00,Bagel,1,3.37
T00546,C0134,2023-04-05 05:13:00,Brownies,2,4.72
T00546,C0134,2023-04-05 05:13:00,Roti Gandum,1,4.76
T00546,C0134,2023-04-05 05:13:00,Croissant,2,4.82
T00547,C0080,2023-01-02 23:34:00,Bagel,3,3.83
T00547,C0080,2023-01-02 23:34:00,Muffin,2,4.05
T00547,C0080,2023-01-02 23:34:00,Pie Buah,1,2.69
T00547,C0080,2023-01-02 23:34:00,Croissant,1,4.06
T00547,C0080,2023-01-02 23:34:00,Brownies,3,1.99
T00548,C0060,2023-03-20 00:25:00,Donat,3,1.69
T00548,C0060,2023-03-20 00:25:00,Pie Buah,3,2.18
T00548,C0060,2023-03-20 00:25:00,Bagel,2,2.28
T00548,C0060,2023-03-20 00:25:00,Roti Tawar,1,2.19
T00548,C0060,2023-03-20 00:25:00,Croissant,2,3.38
T00549,C0347,2023-06-21 02:32:00,Donat,1,3.62
T00549,C0347,2023-06-21 02:32:00,Pie Buah,2,4.68
T00549,C0347,2023-06-21 02:32:00,Bagel,3,2.89
T00549,C0347,2023-06-21 02:32:00,Muffin,2,4.49
T00550,C0198,2023-04-06 00:18:00,Bagel,1,4.56
T00550,C0198,2023-04-06 00:18:00,Muffin,2,2.25
T00550,C0198,2023-04-06 00:18:00,Pie Buah,2,4.1
T00551,C0412,2023-04-24 09:10:00,Roti Sobek,2,2.23
T00551,C0412,2023-04-24 09:10:00,Croissant,3,4.96
T00551,C0412,2023-04-24 09:10:00,Roti Gandum,1,4.95
T00551,C0412,2023-04-24 09:10:00,Pie Buah,3,4.77
T00552,C0388,2023-04-07 02:00:00,Muffin,3,3.12
T00552,C0388,2023-04-07 02:00:00,Roti Sobek,1,4.14
T00552,C0388,2023-04-07 02:00:00,Croissant,2,2.2
T00552,C0388,2023-04-07 02:00:00,Cupcake,2,2.51
T00553,C0022,2023-03-19 18:19:00,Brownies,1,4.27
T00553,C0022,2023-03-19 18:19:00,Pie Buah,3,2.42
T00553,C0022,2023-03-19 18:19:00,Donat,2,4.42
T00553,C0022,2023-03-19 18:19:00,Roti Tawar,3,1.93
T00554,C0458,2023-03-15 13:11:00,Donat,1,2.47
T00554,C0458,2023-03-15 13:11:00,Roti Tawar,2,3.6
T00554,C0458,2023-03-15 13:11:00,Roti Gandum,3,3.53
T00554,C0458,2023-03-15 13:11:00,Roti Sobek,2,3.03
T00555,C0322,2023-06-25 15:44:00,Bagel,3,3.29
T00556,C0009,2023-03-08 05:37:00,Croissant,3,2.62
T00557,C0070,2023-04-02 05:03:00,Bagel,2,1.67
T00557,C0070,2023-04-02 05:03:00,Roti Sobek,1,3.35
T00557,C0070,2023-04-02 05:03:00,Cupcake,3,3.3
T00558,C0094,2023-01-25 19:48:00,Brownies,3,4.55
T00558,C0094,2023-01-25 19:48:00,Bagel,2,4.3
T00559,C0351,2023-06-28 22:23:00,Brownies,1,3.53
T00560,C0007,2023-02-05 16:18:00,Pie Buah,1,4.72
T00560,C0007,2023-02-05 16:18:00,Roti Sobek,1,1.86
T00560,C0007,2023-02-05 16:18:00,Bagel,1,3.26
T00561,C0408,2023-05-24 19:44:00,Brownies,1,4.71
T00561,C0408,2023-05-24 19:44:00,Cupcake,1,4.37
T00561,C0408,2023-05-24 19:44:00,Roti Gandum,2,3.18
T00561,C0408,2023-05-24 19:44:00,Donat,1,3.92
T00561,C0408,2023-05-24 19:44:00,Roti Sobek,3,4.36
T00562,C0268,2023-03-29 05:45:00,Roti Tawar,3,1.95
T00562,C0268,2023-03-29 05:45:00,Roti Gandum,1,2.0
T00562,C0268,2023-03-29 05:45:00,Donat,1,2.58
T00563,C0067,2023-01-21 13:44:00,Roti Gandum,2,1.57
T00564,C0388,2023-04-21 01:12:00,Roti Tawar,3,4.28
T00565,C0304,2023-01-16 15:07:00,Roti Tawar,1,3.84
T00565,C0304,2023-01-16 15:07:00,Roti Gandum,3,4.24
T00565,C0304,2023-01-16 15:07:00,Muffin,1,2.22
T00566,C0095,2023-06-21 11:01:00,Croissant,2,4.46
T00567,C0486,2023-05-29 11:22:00,Brownies,1,3.27
T00567,C0486,2023-05-29 11:22:00,Donat,3,1.85
T00568,C0391,2023-01-04 16:13:00,Muffin,3,4.66
T00568,C0391,2023-01-04 16:13:00,Croissant,3,1.52
T00569,C0051,2023-02-24 16:54:00,Bagel,1,4.85
T00569,C0051,2023-02-24 16:54:00,Croissant,2,4.42
T00569,C0051,2023-02-24 16:54:00,Pie Buah,3,2.98
T00569,C0051,2023-02-24 16:54:00,Cupcake,1,2.3
T00570,C0390,2023-03-22 03:29:00,Brownies,2,1.98
T00571,C0361,2023-03-15 17:46:00,Roti Gandum,1,2.65
T00572,C0198,2023-03-14 14:38:00,Pie Buah,2,2.52
T00572,C0198,2023-03-14 14:38:00,Donat,1,2.16
T00572,C0198,2023-03-14 14:38:00,Roti Sobek,2,4.63
T00573,C0481,2023-06-23 11:11:00,Pie Buah,2,3.85
T00574,C0225,2023-05-14 21:43:00,Roti Gandum,2,2.0
T00575,C0356,2023-06-01 03:47:00,Roti Gandum,2,4.91
T00575,C0356,2023-06-01 03:47:00,Bagel,2,2.2
T00576,C0063,2023-03-01 13:46:00,Muffin,3,3.17
T00576,C0063,2023-03-01 13:46:00,Cupcake,2,4.83
T00576,C0063,2023-03-01 13:46:00,Roti Sobek,1,3.29
T00576,C0063,2023-03-01 13:46:00,Croissant,1,4.19
T00577,C0063,2023-03-06 15:31:00,Croissant,1,1.85
T00577,C0063,2023-03-06 15:31:00,Roti Tawar,2,4.41
T00578,C0348,2023-01-07 05:24:00,Bagel,1,1.84
T00578,C0348,2023-01-07 05:24:00,Croissant,3,3.81
T00578,C0348,2023-01-07 05:24:00,Muffin,2,4.19
T00578,C0348,2023-01-07 05:24:00,Pie Buah,3,2.21
T00578,C0348,2023-01-07 05:24:00,Roti Sobek,3,3.24
T00579,C0134,2023-05-19 10:51:00,Brownies,2,2.84
T00579,C0134,2023-05-19 10:51:00,Roti Tawar,2,4.49
T00579,C0134,2023-05-19 10:51:00,Cupcake,1,3.11
T00579,C0134,2023-05-19 10:51:00,Donat,3,2.12
T00579,C0134,2023-05-19 10:51:00,Pie Buah,2,4.51
T00580,C0453,2023-06-30 05:31:00,Croissant,3,4.17
T00580,C0453,2023-06-30 05:31:00,Muffin,3,3.86
T00580,C0453,2023-06-30 05:31:00,Roti Sobek,3,3.44
T00580,C0453,2023-06-30 05:31:00,Donat,2,3.5
T00581,C0288,2023-02-10 16:03:00,Muffin,2,3.87
T00581,C0288,2023-02-10 16:03:00,Pie Buah,1,2.62
T00581,C0288,2023-02-10 16:03:00,Roti Sobek,1,3.57
T00581,C0288,2023-02-10 16:03:00,Cupcake,2,4.43
T00582,C0415,2023-05-30 00:48:00,Roti Sobek,2,2.71
T00582,C0415,2023-05-30 00:48:00,Roti Gandum,1,2.94
T00582,C0415,2023-05-30 00:48:00,Cupcake,1,3.81
T00583,C0121,2023-06-15 09:37:00,Roti Gandum,1,4.54
T00584,C0173,2023-02-13 00:34:00,Roti Tawar,2,3.49
T00584,C0173,2023-02-13 00:34:00,Pie Buah,3,2.43
T00584,C0173,2023-02-13 00:34:00,Roti Sobek,1,3.14
T00585,C0163,2023-04-07 18:24:00,Cupcake,3,1.85
T00585,C0163,2023-04-07 18:24:00,Roti Gandum,2,2.22
T00585,C0163,2023-04-07 18:24:00,Pie Buah,3,3.26
T00586,C0174,2023-02-12 19:19:00,Roti Sobek,1,3.72
T00586,C0174,2023-02-12 19:19:00,Donat,3,4.44
T00586,C0174,2023-02-12 19:19:00,Pie Buah,2,2.25
T00587,C0025,2023-03-18 18:25:00,Cupcake,3,4.01
T00587,C0025,2023-03-18 18:25:00,Roti Gandum,2,1.83
T00588,C0140,2023-01-18 18:51:00,Pie Buah,2,3.78
T00588,C0140,2023-01-18 18:51:00,Roti Sobek,2,3.27
T00588,C0140,2023-01-18 18:51:00,Donat,3,3.02
T00588,C0140,2023-01-18 18:51:00,Croissant,2,2.6
T00588,C0140,2023-01-18 18:51:00,Roti Tawar,3,2.91
T00589,C0264,2023-04-27 21:48:00,Croissant,3,2.25
T00589,C0264,2023-04-27 21:48:00,Roti Tawar,2,4.78
T00589,C0264,2023-04-27 21:48:00,Cupcake,3,4.78
T00589,C0264,2023-04-27 21:48:00,Muffin,2,4.33
T00589,C0264,2023-04-27 21:48:00,Donat,3,4.77
T00590,C0321,2023-01-16 16:12:00,Pie Buah,3,2.03
T00590,C0321,2023-01-16 16:12:00,Croissant,2,4.18
T00590,C0321,2023-01-16 16:12:00,Donat,1,2.94
T00591,C0325,2023-02-22 13:17:00,Croissant,1,2.92
T00591,C0325,2023-02-22 13:17:00,Muffin,1,2.02
T00591,C0325,2023-02-22 13:17:00,Donat,2,2.36
T00592,C0238,2023-05-05 17:27:00,Roti Tawar,2,1.98
T00592,C0238,2023-05-05 17:27:00,Donat,2,4.26
T00592,C0238,2023-05-05 17:27:00,Croissant,1,3.81
T00592,C0238,2023-05-05 17:27:00,Pie Buah,1,3.76
T00593,C0494,2023-05-05 00:03:00,Bagel,1,3.61
T00594,C0462,2023-04-15 11:42:00,Roti Sobek,3,4.8
T00595,C0432,2023-02-05 07:07:00,Brownies,1,2.33
T00595,C0432,2023-02-05 07:07:00,Roti Gandum,2,4.21
T00595,C0432,2023-02-05 07:07:00,Muffin,3,2.65
T00595,C0432,2023-02-05 07:07:00,Donat,3,4.08
T00595,C0432,2023-02-05 07:07:00,Roti Tawar,2,4.1
T00596,C0112,2023-02-06 03:11:00,Muffin,3,2.93
T00596,C0112,2023-02-06 03:11:00,Pie Buah,3,1.7
T00597,C0192,2023-06-29 03:20:00,Roti Sobek,3,2.77
T00597,C0192,2023-06-29 03:20:00,Pie Buah,2,2.79
T00597,C0192,2023-06-29 03:20:00,Donat,3,1.57
T00597,C0192,2023-06-29 03:20:00,Croissant,3,1.62
T00597,C0192,2023-06-29 03:20:00,Roti Gandum,1,3.82
T00598,C0354,2023-06-21 07:16:00,Roti Sobek,1,1.93
T00598,C0354,2023-06-21 07:16:00,Muffin,2,4.5
T00598,C0354,2023-06-21 07:16:00,Bagel,2,1.53
T00598,C0354,2023-06-21 07:16:00,Cupcake,2,4.75
T00598,C0354,2023-06-21 07:16:00,Pie Buah,1,2.55
T00599,C0153,2023-02-23 05:58:00,Bagel,2,4.53
T00599,C0153,2023-02-23 05:58:00,Roti Sobek,2,3.15
T00599,C0153,2023-02-23 05:58:00,Roti Tawar,2,4.74
T00599,C0153,2023-02-23 05:58:00,Croissant,1,4.01
T00600,C0423,2023-02-11 22:16:00,Roti Gandum,3,4.35
T00600,C0423,2023-02-11 22:16:00,Bagel,3,2.64
T00600,C0423,2023-02-11 22:16:00,Roti Sobek,1,1.6
T00600,C0423,2023-02-11 22:16:00,Muffin,1,3.74
T00600,C0423,2023-02-11 22:16:00,Brownies,3,3.71
T00601,C0070,2023-01-01 12:12:00,Bagel,3,2.05
T00601,C0070,2023-01-01 12:12:00,Roti Gandum,3,4.0
T00601,C0070,2023-01-01 12:12:00,Brownies,3,4.17
T00602,C0352,2023-04-16 10:28:00,Croissant,2,3.58
T00602,C0352,2023-04-16 10:28:00,Muffin,1,4.3
T00602,C0352,2023-04-16 10:28:00,Cupcake,2,1.8
T00602,C0352,2023-04-16 10:28:00,Bagel,2,2.14
T00603,C0484,2023-05-27 07:01:00,Brownies,3,3.76
T00604,C0118,2023-01-23 14:12:00,Croissant,3,3.66
T00604,C0118,2023-01-23 14:12:00,Roti Tawar,1,2.41
T00604,C0118,2023-01-23 14:12:00,Roti Sobek,1,4.85
T00605,C0485,2023-05-26 03:00:00,Roti Sobek,1,4.0
T00605,C0485,2023-05-26 03:00:00,Pie Buah,2,4.81
T00605,C0485,2023-05-26 03:00:00,Brownies,2,2.51
T00605,C0485,2023-05-26 03:00:00,Roti Tawar,2,2.84
T00605,C0485,2023-05-26 03:00:00,Roti Gandum,3,4.5
T00606,C0111,2023-03-14 23:43:00,Roti Sobek,1,2.93
T00606,C0111,2023-03-14 23:43:00,Croissant,2,1.6
T00607,C0121,2023-06-08 14:58:00,Bagel,2,1.8
T00607,C0121,2023-06-08 14:58:00,Pie Buah,2,1.97
T00608,C0499,2023-06-27 12:43:00,Roti Sobek,2,4.08
T00608,C0499,2023-06-27 12:43:00,Cupcake,3,1.76
T00609,C0031,2023-01-14 10:59:00,Pie Buah,3,4.99
T00609,C0031,2023-01-14 10:59:00,Bagel,3,4.89
T00610,C0364,2023-01-12 00:16:00,Cupcake,3,2.8
T00610,C0364,2023-01-12 00:16:00,Roti Sobek,1,1.64
T00610,C0364,2023-01-12 00:16:00,Muffin,3,2.41
T00610,C0364,2023-01-12 00:16:00,Donat,2,3.22
T00610,C0364,2023-01-12 00:16:00,Bagel,1,4.57
T00611,C0046,2023-03-23 22:33:00,Croissant,1,1.65
T00611,C0046,2023-03-23 22:33:00,Muffin,2,3.25
T00611,C0046,2023-03-23 22:33:00,Roti Gandum,2,4.12
T00611,C0046,2023-03-23 22:33:00,Cupcake,2,2.49
T00612,C0314,2023-03-09 16:20:00,Croissant,3,4.83
T00612,C0314,2023-03-09 16:20:00,Bagel,3,4.49
T00612,C0314,2023-03-09 16:20:00,Pie Buah,2,3.73
T00612,C0314,2023-03-09 16:20:00,Roti Sobek,1,1.69
T00613,C0028,2023-02-28 05:02:00,Muffin,2,1.91
T00613,C0028,2023-02-28 05:02:00,Croissant,2,1.64
T00613,C0028,2023-02-28 05:02:00,Pie Buah,3,4.96
T00613,C0028,2023-02-28 05:02:00,Donat,2,3.2
T00614,C0058,2023-02-07 03:22:00,Donat,1,4.54
T00615,C0428,2023-02-13 23:32:00,Cupcake,3,3.34
T00615,C0428,2023-02-13 23:32:00,Donat,1,2.13
T00615,C0428,2023-02-13 23:32:00,Roti Tawar,2,2.36
T00616,C0347,2023-01-25 10:01:00,Roti Gandum,1,3.57
T00616,C0347,2023-01-25 10:01:00,Roti Sobek,1,4.43
T00616,C0347,2023-01-25 10:01:00,Bagel,2,1.6
T00617,C0426,2023-06-18 15:29:00,Cupcake,3,4.89
T00617,C0426,2023-06-18 15:29:00,Roti Tawar,2,3.68
T00617,C0426,2023-06-18 15:29:00,Bagel,3,2.64
T00618,C0376,2023-05-26 04:13:00,Muffin,1,2.63
T00619,C0381,2023-01-19 17:38:00,Roti Gandum,2,2.34
T00619,C0381,2023-01-19 17:38:00,Roti Sobek,1,1.81
T00619,C0381,2023-01-19 17:38:00,Muffin,2,2.07
T00619,C0381,2023-01-19 17:38:00,Cupcake,3,2.5
T00620,C0079,2023-01-31 09:31:00,Muffin,2,1.84
T00620,C0079,2023-01-31 09:31:00,Croissant,2,3.29
T00620,C0079,2023-01-31 09:31:00,Bagel,2,3.06
T00620,C0079,2023-01-31 09:31:00,Pie Buah,3,3.17
T00621,C0308,2023-04-19 02:48:00,Bagel,1,2.99
T00621,C0308,2023-04-19 02:48:00,Croissant,2,3.3
T00621,C0308,2023-04-19 02:48:00,Roti Sobek,3,3.87
T00621,C0308,2023-04-19 02:48:00,Cupcake,1,3.9
T00622,C0477,2023-05-07 16:40:00,Roti Gandum,2,4.68
T00622,C0477,2023-05-07 16:40:00,Muffin,1,2.55
T00622,C0477,2023-05-07 16:40:00,Pie Buah,2,3.9
T00622,C0477,2023-05-07 16:40:00,Donat,3,4.45
T00622,C0477,2023-05-07 16:40:00,Roti Tawar,3,3.0
T00623,C0025,2023-05-22 02:58:00,Brownies,2,1.88
T00624,C0212,2023-01-25 14:42:00,Muffin,1,4.19
T00624,C0212,2023-01-25 14:42:00,Bagel,3,1.9
T00624,C0212,2023-01-25 14:42:00,Cupcake,1,3.12
T00624,C0212,2023-01-25 14:42:00,Pie Buah,1,4.45
T00624,C0212,2023-01-25 14:42:00,Roti Tawar,3,1.79
T00625,C0153,2023-03-22 18:46:00,Pie Buah,1,4.34
T00625,C0153,2023-03-22 18:46:00,Muffin,3,2.15
T00625,C0153,2023-03-22 18:46:00,Bagel,2,4.94
T00625,C0153,2023-03-22 18:46:00,Roti Sobek,1,4.55
T00626,C0223,2023-05-17 00:00:00,Roti Gandum,3,3.17
T00626,C0223,2023-05-17 00:00:00,Roti Tawar,3,2.92
T00626,C0223,2023-05-17 00:00:00,Croissant,3,4.88
T00626,C0223,2023-05-17 00:00:00,Bagel,2,4.04
T00627,C0317,2023-06-07 11:44:00,Muffin,1,1.55
T00627,C0317,2023-06-07 11:44:00,Roti Gandum,3,4.36
T00627,C0317,2023-06-07 11:44:00,Croissant,1,4.9
T00627,C0317,2023-06-07 11:44:00,Brownies,3,2.23
T00628,C0075,2023-06-16 07:27:00,Donat,2,2.02
T00628,C0075,2023-06-16 07:27:00,Roti Gandum,1,1.58
T00628,C0075,2023-06-16 07:27:00,Muffin,3,4.66
T00628,C0075,2023-06-16 07:27:00,Roti Sobek,2,3.96
T00628,C0075,2023-06-16 07:27:00,Cupcake,2,3.15
T00629,C0300,2023-03-04 06:18:00,Roti Sobek,3,3.71
T00629,C0300,2023-03-04 06:18:00,Roti Tawar,2,3.01
T00629,C0300,2023-03-04 06:18:00,Bagel,3,4.47
T00629,C0300,2023-03-04 06:18:00,Brownies,3,3.53
T00629,C0300,2023-03-04 06:18:00,Cupcake,2,3.44
T00630,C0019,2023-05-05 12:31:00,Cupcake,2,3.35
T00630,C0019,2023-05-05 12:31:00,Pie Buah,3,3.52
T00630,C0019,2023-05-05 12:31:00,Donat,3,1.72
T00630,C0019,2023-05-05 12:31:00,Bagel,2,2.96
T00630,C0019,2023-05-05 12:31:00,Roti Tawar,3,1.91
T00631,C0481,2023-06-15 11:28:00,Roti Tawar,2,2.17
T00631,C0481,2023-06-15 11:28:00,Croissant,3,3.03
T00631,C0481,2023-06-15 11:28:00,Muffin,3,2.27
T00631,C0481,2023-06-15 11:28:00,Bagel,3,2.69
T00632,C0437,2023-06-18 14:08:00,Roti Sobek,1,4.29
T00632,C0437,2023-06-18 14:08:00,Cupcake,2,3.68
T00632,C0437,2023-06-18 14:08:00,Bagel,1,3.92
T00633,C0342,2023-05-04 04:11:00,Croissant,2,1.85
T00633,C0342,2023-05-04 04:11:00,Pie Buah,2,4.8
T00634,C0156,2023-03-02 06:35:00,Roti Tawar,2,2.76
T00635,C0183,2023-06-23 05:11:00,Roti Tawar,1,3.66
T00635,C0183,2023-06-23 05:11:00,Roti Gandum,2,3.47
T00635,C0183,2023-06-23 05:11:00,Bagel,2,2.4
T00635,C0183,2023-06-23 05:11:00,Donat,1,4.25
T00635,C0183,2023-06-23 05:11:00,Cupcake,3,4.2
T00636,C0137,2023-02-08 22:55:00,Cupcake,1,4.87
T00636,C0137,2023-02-08 22:55:00,Roti Gandum,3,4.91
T00636,C0137,2023-02-08 22:55:00,Roti Tawar,1,3.63
T00636,C0137,2023-02-08 22:55:00,Donat,1,4.38
T00636,C0137,2023-02-08 22:55:00,Roti Sobek,1,3.28
T00637,C0323,2023-01-31 06:58:00,Croissant,2,4.17
T00637,C0323,2023-01-31 06:58:00,Muffin,1,4.06
T00637,C0323,2023-01-31 06:58:00,Pie Buah,2,2.04
T00638,C0172,2023-02-05 03:54:00,Pie Buah,1,4.19
T00638,C0172,2023-02-05 03:54:00,Roti Sobek,2,2.36
T00639,C0175,2023-03-15 16:10:00,Muffin,2,2.8
T00640,C0185,2023-06-11 21:15:00,Brownies,1,4.26
T00640,C0185,2023-06-11 21:15:00,Roti Sobek,2,4.31
T00641,C0471,2023-04-15 14:54:00,Bagel,3,4.01
T00641,C0471,2023-04-15 14:54:00,Roti Tawar,1,4.8
T00641,C0471,2023-04-15 14:54:00,Pie Buah,2,2.68
T00641,C0471,2023-04-15 14:54:00,Roti Gandum,1,4.94
T00641,C0471,2023-04-15 14:54:00,Brownies,2,3.02
T00642,C0389,2023-01-10 21:59:00,Cupcake,3,4.92
T00642,C0389,2023-01-10 21:59:00,Roti Tawar,3,4.3
T00643,C0499,2023-03-17 13:25:00,Muffin,3,4.65
T00643,C0499,2023-03-17 13:25:00,Bagel,3,4.72
T00643,C0499,2023-03-17 13:25:00,Brownies,3,2.91
T00643,C0499,2023-03-17 13:25:00,Roti Tawar,3,2.22
T00643,C0499,2023-03-17 13:25:00,Croissant,3,3.69
T00644,C0334,2023-04-24 22:22:00,Donat,2,3.38
T00644,C0334,2023-04-24 22:22:00,Muffin,3,4.04
T00644,C0334,2023-04-24 22:22:00,Roti Gandum,3,4.58
T00644,C0334,2023-04-24 22:22:00,Roti Tawar,2,4.97
T00645,C0110,2023-01-24 16:35:00,Brownies,3,1.58
T00645,C0110,2023-01-24 16:35:00,Bagel,1,3.57
T00645,C0110,2023-01-24 16:35:00,Croissant,2,4.41
T00646,C0372,2023-04-19 16:07:00,Bagel,3,2.41
T00647,C0182,2023-02-01 01:48:00,Pie Buah,3,2.54
T00648,C0003,2023-04-27 10:15:00,Cupcake,3,2.5
T00648,C0003,2023-04-27 10:15:00,Brownies,1,3.5
T00648,C0003,2023-04-27 10:15:00,Donat,3,4.0
T00648,C0003,2023-04-27 10:15:00,Croissant,1,4.08
T00648,C0003,2023-04-27 10:15:00,Roti Sobek,3,2.65
T00649,C0099,2023-04-03 14:06:00,Roti Sobek,1,1.79
T00649,C0099,2023-04-03 14:06:00,Cupcake,1,2.99
T00650,C0244,2023-02-24 14:04:00,Brownies,3,4.55
T00650,C0244,2023-02-24 14:04:00,Roti Sobek,2,3.25
T00650,C0244,2023-02-24 14:04:00,Cupcake,3,4.99
T00651,C0477,2023-05-06 23:26:00,Croissant,3,1.94
T00651,C0477,2023-05-06 23:26:00,Brownies,3,3.1
T00652,C0263,2023-05-16 03:44:00,Pie Buah,1,1.61
T00652,C0263,2023-05-16 03:44:00,Cupcake,2,4.8
T00653,C0472,2023-01-31 19:54:00,Roti Gandum,3,2.51
T00653,C0472,2023-01-31 19:54:00,Cupcake,2,2.04
T00653,C0472,2023-01-31 19:54:00,Bagel,2,2.57
T00653,C0472,2023-01-31 19:54:00,Muffin,2,2.56
T00654,C0015,2023-02-06 04:50:00,Roti Sobek,3,2.14
T00654,C0015,2023-02-06 04:50:00,Roti Tawar,1,3.21
T00654,C0015,2023-02-06 04:50:00,Muffin,1,3.42
T00654,C0015,2023-02-06 04:50:00,Croissant,2,4.55
T00654,C0015,2023-02-06 04:50:00,Roti Gandum,2,3.18
T00655,C0290,2023-04-26 10:50:00,Pie Buah,2,3.73
T00655,C0290,2023-04-26 10:50:00,Croissant,1,3.84
